Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Gmfg,1.019565021,0.816435429,2.038392292,1.506208855,10.72729938,14.4561662,18.73177762,57.21815164,28.18587108,39.04693998,0.040578285,1,1,1,1,1,0,ENSMUSG00000060791
Ctnna3,1.22383962,-1.127307817,-1.699954796,-0.450523372,456.3978281,625.2291882,416.11306,425.4045187,308.4339606,366.8785403,0.181253562,1,1,1,0,0,0,ENSMUSG00000060843
Ube2s,0.942447209,0.571037211,1.353889403,0.232993993,115.0746661,171.6669736,109.7146975,170.4105821,153.0090144,145.612547,0.834234706,1,1,1,0,0,0,ENSMUSG00000060860
Rrs1,0.727612068,0.972684968,1.089410844,0.026913254,72.16546855,64.14923751,34.78758701,75.87624457,62.00891637,39.04693998,0.99424285,1,1,1,0,0,0,ENSMUSG00000061024
Prcp,-1.117783822,1.309520011,0.783556,-0.015942642,378.3811054,564.6939922,379.9874889,425.4045187,440.5048994,444.9724202,0.99424285,1,1,1,0,0,0,ENSMUSG00000061119
H2-K1,2.354791896,0.700826779,1.352212532,1.129653326,1519.375676,1704.020591,1079.753181,3169.388052,3677.04821,2579.538473,7.97E-09,1,1,1,1,1,0,ENSMUSG00000061232
Exosc5,-0.47761136,0.565649727,1.0478439,0.085881237,62.41337821,72.280831,90.98291987,73.38849885,80.53106022,83.78822538,0.967887693,1,1,1,0,0,0,ENSMUSG00000061286
Cxcl12,-3.860698149,-1.2118622,-1.484866637,-0.377440754,17571.31638,17817.22484,18052.08169,11111.51627,11992.68549,18029.92454,0.173826892,1,1,1,0,0,0,ENSMUSG00000061353
Zic2,-1.550034758,-0.477832441,-0.738978306,-0.010450697,1534.003811,2050.96858,1268.408942,1737.690388,1330.373115,1756.298821,0.994854358,1,1,1,0,0,0,ENSMUSG00000061524
Akap6,0.609735009,-1.177941148,-2.523064363,-0.688595663,3914.489064,2874.066543,5521.860446,2666.863416,2684.905548,2283.432511,0.00501855,1,1,1,1,0,1,ENSMUSG00000061603
Cd2ap,-1.527919552,-0.690907348,-0.564648676,-0.224947993,6892.777456,7279.583192,6786.255435,6065.124074,5515.572314,6354.076005,0.310081134,1,1,1,0,0,0,ENSMUSG00000061665
Ext1,1.033798417,0.545966247,0.662246625,-0.039830322,452.496992,471.6324223,424.1409647,416.6974087,463.8589069,431.1432957,0.972798473,1,1,1,0,0,0,ENSMUSG00000061731
Cyp2d22,-1.2709481,-0.598252993,-0.79677542,-0.101506051,465.1747094,451.7551938,416.11306,416.6974087,348.6994907,478.3250148,0.922236305,1,1,1,0,0,0,ENSMUSG00000061740
Rpl34,-0.913027829,0.526511445,0.879139398,0.095562418,533.4393419,595.4133454,611.4587409,743.8359714,467.8854599,650.7823331,0.933383073,1,1,1,0,0,0,ENSMUSG00000062006
Rapgef2,-0.963569711,-0.733204688,-0.746398423,-0.200597811,4739.515908,5178.921541,5508.480605,4287.629755,4359.9516,4772.674935,0.451068246,1,1,1,0,0,0,ENSMUSG00000062232
Nectin2,0.714089949,0.630987222,1.383190828,0.574298201,151.1574003,192.4477125,212.7394744,313.4559612,277.0268471,237.5355516,0.072406735,1,1,1,0,0,0,ENSMUSG00000062300
Serpinb2,7.409794714,5.821346268,5.876715936,2.28488819,0,0,0,1.243872862,1.610621204,0,NA,1,0,0,0,0,0,ENSMUSG00000062345
Rpl7a,0.582182604,1.128263084,0.644750534,0.176169929,1295.077598,1645.292416,1264.394989,1650.619288,1431.842251,1673.324074,0.722524187,1,1,1,0,0,0,ENSMUSG00000062647
Phactr2,-1.180661037,-0.405370992,-0.842111431,0.0037304,5933.171766,6601.046891,6034.308362,5978.052974,5507.519208,7130.947415,0.995874695,1,1,1,0,0,0,ENSMUSG00000062866
Impdh2,1.056303005,1.004140772,0.633736247,0.245148447,205.7691063,196.0617541,171.2619668,192.8002936,224.681658,261.1264111,0.736780074,1,1,1,0,0,0,ENSMUSG00000062867
Klhl24,-0.943795914,-0.943465682,-0.887079271,-0.153716474,3466.868118,4007.068569,3215.17583,3416.918751,2849.994221,3347.461626,0.749063159,1,1,1,0,0,0,ENSMUSG00000062901
Mtap,-0.920470145,0.448184649,0.667721125,0.155429579,295.4883374,298.1584279,255.5549661,337.0895455,296.3543016,315.6294315,0.849781512,1,1,1,0,0,0,ENSMUSG00000062937
Kcnma1,0.826895439,-1.244623987,-2.538048805,-0.822464096,2845.659963,2121.44239,3901.561682,1932.978427,1826.444446,1255.196425,0.001233478,1,1,1,1,0,1,ENSMUSG00000063142
Rpl27,0.459762482,0.861068484,1.018330206,0.247072173,113.124248,138.2370893,88.30695164,143.0453791,97.44258286,165.136017,0.849781512,1,1,1,0,0,0,ENSMUSG00000063316
Syne2,-0.798705856,-0.628931054,-0.489762618,0.158177851,7783.143304,9557.332879,8919.002116,10010.68879,9275.567516,10017.16706,0.664066436,1,1,1,0,0,0,ENSMUSG00000063450
Snrnp70,0.657164752,0.478613235,1.072942496,0.22925166,664.1173525,638.781844,715.8215019,731.3972427,893.8947684,737.0109922,0.53827045,1,1,1,0,0,0,ENSMUSG00000063511
Slc22a8,-3.213958869,-1.003004961,-1.302704425,-0.092951016,1915.310544,2297.626916,1645.720462,1629.473449,1553.444152,2311.09076,0.932384431,1,1,1,0,0,0,ENSMUSG00000063796
Klk8,-2.873863031,0.881757139,1.705571171,0.917232776,55.58691497,45.17551938,33.44960289,101.9975747,83.75230263,70.77257872,0.073157851,1,1,1,0,0,0,ENSMUSG00000064023
Gpn1,0.384769046,0.488275538,0.609930893,0.078681378,204.7938972,224.0705761,198.0216491,215.1900051,253.6728397,193.6077441,0.955976107,1,1,1,0,0,0,ENSMUSG00000064037
Fbln2,-1.444012609,-0.743695521,-1.50619224,-0.575592682,4068.572092,5598.150361,3168.346386,2791.250702,2667.188714,3157.107793,0.017260291,1,1,1,1,0,1,ENSMUSG00000064080
Rab44,4.32078646,3.979770821,7.331626294,4.229131699,0,0,0,6.219364309,3.221242409,1.626955833,NA,1,0,0,0,0,0,ENSMUSG00000064147
mt-Rnr1,1.219680557,1.280948152,1.448326829,-0.052856352,82765.01555,92087.58572,124302.7383,96070.52048,76428.80801,115889.6909,0.965974474,1,1,1,0,0,0,ENSMUSG00000064337
mt-Rnr2,1.336178543,1.435630353,1.080424473,-0.226548975,1713537.844,2008665.32,1678446.216,1688834.794,1242447.693,1684532.173,0.512109871,1,1,1,0,0,0,ENSMUSG00000064339
Selenop,-0.770596201,-1.110646797,-0.897196387,-0.189284718,16659.49594,19345.06091,14744.58496,15131.71336,11968.52617,17412.4948,0.708930021,1,1,1,0,0,0,ENSMUSG00000064373
Adamtsl1,1.323420284,-1.004159534,-1.725750923,-0.090187406,909.8700292,1221.546044,755.9610254,910.5149348,913.2222229,893.1987522,0.933952181,1,1,1,0,0,0,ENSMUSG00000066113
Wdr6,-1.26709935,-0.470211164,-0.905324989,-0.015815133,448.5961559,406.5796744,442.8727423,368.1863671,476.7438765,435.2106852,0.993476232,1,1,1,0,0,0,ENSMUSG00000066357
Tecpr1,-1.205540171,-0.352506714,-0.611058901,0.024039663,983.0107068,1084.212465,1051.655515,951.5627393,1087.974624,1128.29387,0.981994293,1,1,1,0,0,0,ENSMUSG00000066621
Pilrb2,2.095399495,2.27231641,3.825097428,2.610187416,0,2.710531163,0,7.463237171,5.637174215,4.880867498,0.445253099,1,0,0,0,0,0,ENSMUSG00000066682
Pilrb1,2.322749662,2.757561101,4.235682034,3.204179486,0,1.807020775,0,8.707110033,7.24779542,2.440433749,0.331193944,1,0,0,0,0,0,ENSMUSG00000066684
Hmcn1,-5.438172247,-1.217165749,-0.854569942,0.12007974,3147.974763,3113.496795,3304.820766,3001.465216,3156.817561,4233.339077,0.867341741,1,1,1,0,0,0,ENSMUSG00000066842
Ppp1r3c,1.008864655,-0.764713289,-1.313224617,-0.330827201,327.6702356,369.5357485,287.6665849,269.920411,255.2834609,260.3129332,0.382471029,1,1,1,0,0,0,ENSMUSG00000067279
Zfp763,-1.572447672,-0.595083758,-0.679092866,-0.138556915,241.8518406,267.4390747,280.9766643,266.1887924,196.4957869,256.2455437,0.902907207,1,1,1,0,0,0,ENSMUSG00000067430
Zic3,-1.556997024,-0.800343046,-0.572490143,-0.42118358,1338.962004,1771.78387,1418.263163,1214.019913,922.0806395,1249.50208,0.094433887,1,1,1,0,0,0,ENSMUSG00000067860
Il2rb,1.849781188,1.401331349,4.473823211,4.305272341,8.77688131,12.64914543,8.027904695,208.9706408,273.8056047,109.0060408,5.25E-22,1,0,1,1,1,0,ENSMUSG00000068227
Shroom4,-0.3654033,-0.399851695,-0.548738517,-0.231787665,3107.015984,3856.182334,2887.369722,2651.936941,2556.055851,3182.325609,0.514613779,1,1,1,0,0,0,ENSMUSG00000068270
Usf3,-0.767420219,-0.42232806,-0.572333928,-0.093323271,1884.103855,1946.161375,1929.373095,1797.396285,1756.382423,1844.967914,0.873239073,1,1,1,0,0,0,ENSMUSG00000068284
Nat8f4,-1.595238182,-1.061096306,-1.370412625,-0.160750855,221.3724508,165.3424009,151.1922051,162.9473449,113.5487949,205.8099128,0.917208132,1,1,1,0,0,0,ENSMUSG00000068299
Htra2,-0.670443815,0.52057914,1.534942075,0.947191297,34.13231621,35.23690511,33.44960289,77.12011743,76.50450721,45.55476332,0.114304244,1,1,1,0,0,0,ENSMUSG00000068329
Il3ra,2.435630751,0.679482383,1.628488655,1.504835522,6.826463241,30.71935318,10.70387293,41.04780444,48.31863613,49.6221529,0.059508761,1,0,1,0,0,0,ENSMUSG00000068758
H2bc21,-0.537128096,-0.636022098,-1.051028177,-0.459721003,212.5955695,237.6232319,198.0216491,149.2647434,141.734666,180.5920974,0.229674895,1,1,1,0,0,0,ENSMUSG00000068854
Msi2,-0.93060917,-0.368513695,-0.655911511,-0.181242831,6098.957302,6495.336176,5413.483732,5419.554059,5120.970119,5346.176866,0.543007696,1,1,1,0,0,0,ENSMUSG00000069769
Irgm2,3.072597761,-0.489258519,0.881423809,1.185857669,1191.70544,1354.362071,820.184263,2333.505489,3238.153931,2094.705635,4.13E-08,1,1,1,1,1,0,ENSMUSG00000069874
Sp110,2.8540848,0.88873692,1.091656832,0.620848376,175.5376262,184.3161191,189.9937444,324.6508169,297.9649228,224.5199049,0.035800881,1,1,1,1,1,0,ENSMUSG00000070034
Mfhas1,-0.827170061,-0.521046882,-0.868908959,-0.107003794,776.2663914,925.1946368,780.0447395,658.0087439,803.699981,840.3226876,0.903651181,1,1,1,0,0,0,ENSMUSG00000070056
Gmppb,1.254519932,0.984356584,0.833446909,0.431982391,94.59527634,102.0966738,92.32090399,134.3382691,141.734666,114.7003862,0.432555676,1,1,1,0,0,0,ENSMUSG00000070284
Scn2b,0.816164578,-0.797429982,-2.62180587,-0.727330639,1131.24248,992.0544055,1525.301892,787.3715215,781.1512841,633.6992968,0.000809785,1,1,1,1,0,1,ENSMUSG00000070304
Eif3g,0.343739324,0.573707078,0.989405375,0.349802693,293.5379194,304.4830006,330.4820766,365.6986214,388.1597102,426.2624282,0.263166989,1,1,1,0,0,0,ENSMUSG00000070319
Ccnd1,-0.794052129,0.740615412,1.016421105,0.34637191,961.556108,1265.818053,802.7904695,1150.582397,1392.382031,1312.953357,0.284509853,1,1,1,0,0,0,ENSMUSG00000070348
Il18bp,4.161262143,0.839330118,1.780439477,1.27029979,124.8267564,111.1317777,109.7146975,281.1152668,383.3278466,170.0168845,0.000103803,1,1,1,1,1,0,ENSMUSG00000070427
Rasal2,-1.015417268,-0.572819057,-0.85970292,-0.171847659,4879.946009,5371.369254,4689.634326,4591.134733,4262.509017,4413.931174,0.566283915,1,1,1,0,0,0,ENSMUSG00000070565
Lrrc8b,-0.994582817,-0.431050346,-0.670638008,-0.256508592,1316.532197,1301.054958,1300.520561,1022.463492,1119.381737,1135.615171,0.27550818,1,1,1,0,0,0,ENSMUSG00000070639
Runx3,2.246053876,3.343069184,4.849371848,3.83710676,3.900836138,5.421062325,4.013952347,70.90075312,78.92043901,43.11432957,3.02E-09,1,0,1,1,1,0,ENSMUSG00000070691
Rasgrp3,-2.025531203,-0.802517425,-0.818856613,-0.104827295,2472.154902,2594.881833,2421.75125,2079.755425,2155.816482,2725.964498,0.884357492,1,1,1,0,0,0,ENSMUSG00000071042
Treml2,3.474196607,1.564119833,3.101619797,2.39709416,7.801672276,16.26318698,8.027904695,43.53555016,76.50450721,51.24910873,6.30E-05,1,0,1,1,1,0,ENSMUSG00000071068
Srsf3,0.715989229,0.504442617,0.644200881,-0.008715409,1053.225757,986.6333432,829.5501518,992.6105437,898.726632,965.5982867,0.994537965,1,1,1,0,0,0,ENSMUSG00000071172
Arhgef10,-1.727418748,-0.391710598,-0.783104453,-0.253595245,1045.424085,1072.46683,1134.61053,814.7367245,873.7620034,1035.557388,0.404019335,1,1,1,0,0,0,ENSMUSG00000071176
C1qtnf9,-1.071263067,-0.947517622,-1.006072381,-0.517371676,147.2565642,159.0178282,148.5162369,99.50982894,99.05320407,118.7677758,0.218934583,1,1,1,0,0,0,ENSMUSG00000071347
Psmg4,1.57606872,0.832535433,1.379180588,0.37230493,42.90919752,49.69307131,68.2371899,67.16913454,60.39829516,78.90735789,0.769777968,1,1,1,0,0,0,ENSMUSG00000071451
Eef1g,0.33448763,0.702610695,0.61023696,0.410002841,1298.978434,1439.292047,1477.134464,1778.738192,2069.648248,1748.97752,0.025529739,1,1,1,1,1,0,ENSMUSG00000071644
Csf2rb,4.364293804,2.253145467,3.744848004,3.256435854,28.281062,65.0527479,17.39379351,368.1863671,486.4076037,211.5042583,1.18E-05,1,1,1,1,1,0,ENSMUSG00000071713
Csf2rb2,6.243179609,1.417562823,3.307559014,2.671187686,27.30585297,35.23690511,25.4216982,197.775785,256.0887715,110.6329966,7.91E-13,1,1,1,1,1,0,ENSMUSG00000071714
Ncf4,2.967034317,2.52971723,3.411729606,2.640152782,9.752090345,6.324572713,2.675968232,44.77942302,45.09739372,30.91216082,0.000294581,1,0,1,1,1,0,ENSMUSG00000071715
Apcdd1,-2.170202339,-0.361090638,-0.562941844,0.041833003,3832.571506,4347.691985,3935.011284,3867.200727,3764.827065,4838.566646,0.96571605,1,1,1,0,0,0,ENSMUSG00000071847
Mcc,-1.703122974,-0.924973106,-0.829518217,-0.178081106,2127.906113,2466.583358,2388.301647,1824.761488,1872.34715,2471.34591,0.719526189,1,1,1,0,0,0,ENSMUSG00000071856
Klf12,-2.043994317,-0.602675581,-1.239756901,-0.364376627,2530.667444,2443.092088,2504.706265,1833.468598,1778.12581,2195.576896,0.054163039,1,1,1,0,0,0,ENSMUSG00000072294
Nanos1,-1.218066279,-0.961083595,-1.02353001,-0.232735746,238.9262134,216.842493,202.0356015,171.6544549,183.6108173,204.182957,0.745955048,1,1,1,0,0,0,ENSMUSG00000072437
Slfn2,3.841386493,0.994577681,1.600237728,1.407622313,349.1248343,467.1148704,422.8029806,1075.950025,1294.939448,915.9761338,3.18E-14,1,1,1,1,1,0,ENSMUSG00000072620
G530011O06Rikx,1.308024666,1.751061488,4.996405365,1.507902736,16.57855359,9.938614263,10.70387293,49.75491447,33.01773469,24.40433749,0.065420484,1,0,1,0,0,0,ENSMUSG00000072844
H2-Q6,3.927643187,1.276489356,2.283456433,1.794256448,95.57048538,84.02646604,49.50541228,318.4314526,305.2127182,179.7786195,1.77E-08,1,1,1,1,1,0,ENSMUSG00000073409
H2-D1,2.006903473,0.537198706,0.92329893,0.941568237,3848.17485,4472.376418,3171.022354,7479.407518,8761.779352,5837.517528,5.34E-07,1,1,1,1,1,0,ENSMUSG00000073411
Ifi204,6.252069823,1.655139547,3.453593009,2.681233333,150.1821913,151.7897451,104.362761,760.0063186,1197.496865,661.357546,1.28E-29,1,1,1,1,1,0,ENSMUSG00000073489
Ecscr,1.158262116,2.024598728,1.192365478,0.355503976,404.7117493,572.8255857,409.4231394,565.9621521,689.3458755,521.4393444,0.337839197,1,1,1,0,0,0,ENSMUSG00000073599
Hspe1,1.522620645,1.091019757,1.566440626,-0.041767035,120.9259203,147.2721932,184.641808,202.7512765,115.9647267,122.8351654,0.986293153,1,1,1,0,0,0,ENSMUSG00000073676
Lmbrd1,-0.436751345,-0.383440247,-0.97929343,-0.121725706,2486.783038,2940.926311,2338.796234,2348.431963,2210.577603,2581.978906,0.841769439,1,1,1,0,0,0,ENSMUSG00000073725
8030451A03Rik,4.35977386,4.357201071,3.98498767,2.296103842,4.876045172,0,0,11.19485576,10.46903783,3.253911665,0.440552328,1,0,0,0,0,0,ENSMUSG00000073821
Gvin3,3.385297196,1.161562872,3.124848175,2.952737406,64.36379628,82.21944527,37.46355524,482.6226704,660.3546938,300.1733511,8.75E-22,1,1,1,1,1,0,ENSMUSG00000073902
I830077J02Rik,1.687621473,2.061485164,2.883149477,1.878189524,4.876045172,13.55265581,12.04185704,31.09682154,49.92925734,30.0986829,0.015766325,1,0,1,1,1,0,ENSMUSG00000074342
Pira12,4.443160341,3.715295095,6.197756615,4.351464019,0,0,0,1.243872862,5.637174215,4.880867498,NA,1,0,0,0,0,0,ENSMUSG00000074417
Eif2s2,1.937758751,0.772509736,0.87013874,0.109307286,598.7783472,665.8871556,678.3579467,665.4719811,694.1777391,733.7570805,0.883106338,1,1,1,0,0,0,ENSMUSG00000074656
Sirpb1c,2.51700801,3.656633196,7.404540048,6.325672373,0,0,0,18.65809293,25.76993927,2.440433749,0.001103277,1,0,0,1,1,0,ENSMUSG00000074677
Ptar1,-0.52395084,-0.476935501,-1.004017329,-0.276920936,3448.339146,3871.542011,3636.640827,3089.780189,2647.86126,3306.78773,0.228556652,1,1,1,0,0,0,ENSMUSG00000074925
Qser1,-0.575033724,-0.449717934,-0.487117999,-0.084053347,2682.800054,2859.610377,2464.566741,2700.447983,2305.604254,2553.507179,0.908460177,1,1,1,0,0,0,ENSMUSG00000074994
Cd80,1.284485449,0.91595888,1.413720855,0.922085719,59.4877511,45.17551938,50.8433964,105.7291933,94.22134045,95.17691621,0.029201051,1,1,1,1,1,0,ENSMUSG00000075122
Amd1,-1.331731927,-0.734649373,-0.782217158,-0.312230285,1181.95335,1057.107153,857.6478182,901.8078248,751.3547918,846.017033,0.298822922,1,1,1,0,0,0,ENSMUSG00000075232
Nynrin,-1.365425855,-0.337486735,-0.897526694,0.178736243,1015.192605,1205.282857,868.3516911,1167.996617,1106.496767,1226.724698,0.73098097,1,1,1,0,0,0,ENSMUSG00000075592
Zfp652,-0.490311332,-0.47112284,-0.777348364,-0.122771977,3077.759713,3460.444784,3022.506118,2865.883074,2745.303843,3170.936918,0.808941359,1,1,1,0,0,0,ENSMUSG00000075595
Sarnp,0.47430315,0.454357474,0.913868802,0.142079385,193.0913888,137.3335789,187.3177762,216.433878,195.6904763,159.4416716,0.916938586,1,1,1,0,0,0,ENSMUSG00000078427
Slfn1,6.842925991,3.743153542,6.439692949,5.744841009,5.851254207,3.61404155,1.337984116,185.3370564,298.7702334,123.6486433,3.48E-23,1,0,1,1,1,0,ENSMUSG00000078763
Eif5a,0.7336446,0.828808011,0.662665187,0.187344577,773.3407643,940.5543134,717.1594861,808.5173602,1012.275427,947.7017725,0.729563197,1,1,1,0,0,0,ENSMUSG00000078812
Naip2,-1.079983336,0.693466216,1.39236856,0.918273274,121.9011293,158.1143178,111.0526816,252.5061909,282.6640214,207.4368687,0.00141181,1,1,1,1,1,0,ENSMUSG00000078945
Ifi27l2a,2.080332107,2.053787144,2.681454682,2.068852013,70.21505048,37.04392589,41.47750759,165.4350906,289.9118168,169.2034066,3.91E-09,1,1,1,1,1,0,ENSMUSG00000079017
Psme2,2.576575749,0.941396332,1.018912185,0.694640619,714.8282223,820.3874319,652.9362485,1179.191473,1327.957183,1038.811299,0.00015019,1,1,1,1,1,0,ENSMUSG00000079197
Zfp664,-0.290976121,-0.469992733,-0.655659367,-0.128693952,2090.84817,2367.197215,2344.148171,2139.461322,1931.134824,2151.649089,0.791849562,1,1,1,0,0,0,ENSMUSG00000079215
Ccr5,3.007674144,2.617230446,3.507273055,3.135125862,61.43816917,28.00882201,21.40774585,332.1140541,468.6907705,177.3381858,1.29E-05,1,1,1,1,1,0,ENSMUSG00000079227
Clec7a,-0.938902795,1.160854292,4.745122947,3.415605929,42.90919752,40.65796744,42.8154917,434.1116288,631.3635121,281.4633591,1.22E-30,1,1,1,1,1,0,ENSMUSG00000079293
Ms4a6c,3.116259042,1.198656307,1.729340383,1.651495882,67.28942338,100.289653,41.47750759,226.3848608,280.2480896,157.8147158,3.98E-06,1,1,1,1,1,0,ENSMUSG00000079419
Ctsf,-1.188550802,-0.700332004,-1.519756743,-0.34170493,337.4223259,383.9919147,326.4681242,278.627521,267.3631199,282.276837,0.307714512,1,1,1,0,0,0,ENSMUSG00000083282
Mir22hg,2.221826439,0.901779247,1.073399515,0.39192683,52.66128786,50.5965817,73.58912637,78.36399029,86.16823443,65.89171122,0.715425786,1,1,1,0,0,0,ENSMUSG00000085148
Snhg15,2.035140137,1.754633929,2.751368964,0.644470644,19.50418069,36.1404155,29.43565055,42.2916773,47.51332553,43.11432957,0.552817315,1,1,1,0,0,0,ENSMUSG00000085156
4930430E12Rik,5.194909249,2.880110471,7.007995264,5.763621847,0,0,0,14.92647434,12.07965903,4.880867498,0.005288825,1,0,0,1,1,0,ENSMUSG00000085295
Gm13861,0.560378088,-0.832048684,-1.107726259,-0.394132633,68.26463241,105.7107153,81.61703106,82.09560888,48.31863613,65.89171122,0.720382829,1,1,1,0,0,0,ENSMUSG00000085382
Snhg17,1.137225586,0.776414367,2.248960128,0.562310377,97.52090345,76.79838294,78.94106283,100.7537018,130.4603176,141.5451574,0.263950831,1,1,1,0,0,0,ENSMUSG00000085385
Oip5os1,-0.681325959,-0.549116342,-0.807464572,-0.325114767,8933.889965,9346.814959,8791.893625,7826.448046,6605.96287,7183.010001,0.057001686,1,1,1,0,0,0,ENSMUSG00000085438
2610035F20Rik,-1.173325865,-0.694508193,-0.854987208,-0.27603854,143.3557281,147.2721932,200.6976174,119.4117947,139.3187342,143.9855912,0.742392483,1,1,1,0,0,0,ENSMUSG00000085555
Wipf3,0.952771277,-1.147003512,-1.598064362,-0.462986192,510.034325,319.8426772,599.4168839,384.3567143,339.0357635,312.3755199,0.238240766,1,1,1,0,0,0,ENSMUSG00000086040
4933431E20Rik,-0.556558231,-0.752881065,-1.150055411,-0.34255888,214.5459876,181.6055879,258.2309343,166.6789635,186.0267491,161.0686274,0.510801358,1,1,1,0,0,0,ENSMUSG00000086968
Slfnlnc,2.118459485,2.364419441,5.43983856,3.210939129,10.72729938,11.74563504,4.013952347,84.5833546,76.50450721,93.54996038,1.04E-10,1,0,1,1,1,0,ENSMUSG00000087107
2610035D17Rik,-0.799254671,-0.481702195,1.420473407,0.040742941,302.3148007,254.7899293,363.9316795,291.0662497,357.5579074,294.4790057,0.978313163,1,1,1,0,0,0,ENSMUSG00000087259
Rasgef1b,0.389349336,-0.808759281,-0.959071482,-0.238839717,288.6618742,263.8250332,318.4402196,266.1887924,238.3719382,233.468162,0.673211649,1,1,1,0,0,0,ENSMUSG00000089809
4930523C07Rik,0.676530101,-0.531363079,-0.886005623,-0.061754649,882.5641762,1142.94064,867.013707,880.6619862,866.5142079,1025.795653,0.954694707,1,1,1,0,0,0,ENSMUSG00000090394
Rps13,0.336414245,0.584060695,1.062894031,0.367713215,256.4799761,302.6759798,223.4433473,318.4314526,291.522438,401.8580907,0.378992231,1,1,1,0,0,0,ENSMUSG00000090862
Gm20655,-3.315152498,-0.754222217,-0.811429656,-0.197760701,223.3228689,240.3337631,216.7534268,195.2880393,177.1683325,221.2659932,0.810286972,1,1,1,0,0,0,ENSMUSG00000093672
Hmgcs1,0.777009731,0.328591605,-0.80629555,-0.295516265,1076.630774,993.8614263,1169.398117,896.8323334,976.8417604,764.6692414,0.28963977,1,1,1,0,0,0,ENSMUSG00000093930
Sirpb1b,3.018105071,2.957010554,4.55503511,3.818216091,0,0,2.675968232,4.975491447,18.52214385,8.134779164,0.084647028,1,0,0,0,0,0,ENSMUSG00000095028
Zfp799,-0.692385816,-0.581113092,-1.348784199,-0.441346516,340.347953,301.7724694,268.9348073,257.4816824,197.3010975,219.6390374,0.190345888,1,1,1,0,0,0,ENSMUSG00000095253
