Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated,GeneID
Pfn2,#N/A,-2.210307048,#N/A,2.793795485,-0.560883814,-0.698647949,-1.113884728,224.2794892,272.7042201,356.5803624,120.2667612,202.2785893,208.5659109,285.1459524,309.6210927,212.1876634,175.3387994,474.3712283,1485.451898,282.0968032,353.9415669,429.5535444,365.3339485,92.3157689,320.1234741,116.0740834,65.03776289,72.46797075,68.57942106,2253.422039,4389.63054,4452.269124,3687.983555,3502.939404,2797.866823,3735.849431,2960.880402,2856.184358,2569.799515,3498.642135,2945.0242,42.58308655,111.8765766,126.9407317,31.14997387,81.93717913,78.68800203,403.0082512,871.2349852,590.0331438,797.6130035,356.9550713,261.1068156,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000027805
Ptx3,#N/A,#N/A,3.343381453,6.616043217,5.247317498,2.267198012,6.54518551,0,0,0,0,0,7.292514366,34.77389663,8.955982019,0,0,0,0,81.22291856,11.02934061,0,7.270327334,0,58.66804704,35.23677531,0,0,47.29615245,97.31497713,18.92988733,65.11545336,26.47669917,34.31100732,818.2511077,767.1833652,899.9356409,770.815618,520.8586937,2688.012703,5126.917381,0,0,0,0,0,0,32.15491366,10.18988287,29.60032494,0,0,37.37312254,1,0,0,0,0,0,0,1,1,1,0,0,1,ENSMUSG00000027832
Serpini1,#N/A,-6.543724724,#N/A,5.819084676,0.525967182,-0.711571159,-1.552834018,90.84738804,641.5156544,284.0099871,222.2320588,165.7850293,190.334625,37.09215641,131.7808783,174.7427816,141.5014873,1917.952707,1599.655124,1565.942935,1544.107685,4635.087293,4453.984283,16.25277621,0,24.87301787,16.89292543,43.33136395,66.21461343,49.10388754,104.1143803,188.2243574,126.8675169,216.5882337,119.3438261,186.9946279,109.5484796,153.1214809,108.6559527,119.0072996,118.1317369,39.46725095,0,14.56696921,48.67183416,58.8562836,31.63744411,2254.059447,1135.152951,297.9766044,803.9576524,3084.295064,3330.753286,1,1,1,0,1,0,1,1,1,0,0,1,1,ENSMUSG00000027834
Casq2,#N/A,-7.965044641,#N/A,5.940181385,0.604459345,-1.061955879,-2.024161592,7.57061567,16.81876247,36.73315291,0,68.81642727,0,25.50085753,6.397130014,12.48162726,23.58358121,1395.421963,1086.14558,510.044994,1159.083431,8123.675721,5929.860732,7.151221534,0,22.80026638,0,14.94184964,28.37769147,33.03352435,151.4390987,26.45315293,78.32690172,535.0372704,557.932387,1.010781772,134.1201012,3.124928181,0,234.5651123,271.7029948,27.00390854,36.93013208,1.0404978,72.03431456,27.69707464,9.734598189,1181.157162,771.3741331,374.9374492,488.5379646,4745.851054,3144.897758,1,0,0,0,1,0,1,1,0,0,0,1,1,ENSMUSG00000027861
Hmgcs2,#N/A,-6.535837269,#N/A,4.501827373,-1.977006317,-0.823287217,-1.355622375,12057.15178,5822.895836,11782.38278,11924.71083,11675.85383,8736.432211,4648.11085,3297.080809,4097.814242,5065.343095,3337.454429,4558.40964,4490.841368,5374.296879,1365.366623,3197.126445,70.21199325,98.20520918,6.218254467,17.7375717,13.44766468,33.89557592,2006.117006,2144.335571,1076.439838,1452.908867,1214.824103,866.7345371,1538.409858,1139.508951,312.4928181,889.0816444,676.9618132,718.2409602,47.77614588,261.7694656,49.94389442,82.74211808,173.1067165,31.63744411,4124.403592,3175.167501,2432.160032,2533.327665,1087.379149,1289.372728,1,1,1,0,1,0,1,1,1,0,1,1,1,ENSMUSG00000027875
Ampd2,#N/A,#N/A,#N/A,#N/A,1.119515397,0.524766132,0.77896197,328.3754547,148.9661819,564.436252,253.6059965,428.5386607,169.1863333,727.1608162,607.7273513,598.1579833,598.8178881,651.357448,707.0880625,628.8225953,862.2939023,661.7170076,795.1920521,503.1859516,8.927746289,431.1323097,598.8542064,622.3280375,762.2563237,1563.28922,1149.464825,1965.672748,1077.822295,1404.606862,798.857736,2054.919343,1211.176181,737.4830508,628.6522975,1378.070035,1174.229465,498.5336962,423.6103386,639.9061473,542.2042326,639.3408062,579.2085922,838.171416,782.5830042,484.4586515,310.8877957,682.1525739,542.9203613,1,1,1,0,1,0,0,1,1,0,1,1,0,ENSMUSG00000027889
Slc16a4,#N/A,-2.781353854,#N/A,1.716631135,-3.485740036,-0.813138693,-0.688711508,2862.63905,2280.143655,2232.658952,1734.281557,4008.035552,2359.128397,1052.489938,719.0374136,1027.333936,2361.43424,120.3987889,47.78716573,165.0659313,81.21605358,15.34119801,106.3285373,21.4536646,2.550784654,10.36375744,2.533938814,20.17149701,19.70673019,45.53269572,98.85607829,77.32460087,127.9707127,33.23878834,29.83595653,40.43127089,110.5722972,32.29092454,22.4210696,30.18301078,47.25269475,30.11974414,14.12034462,11.44547581,82.74211808,2.308089553,42.99447533,56.80701413,87.63299266,66.10739236,146.8333029,129.57088,118.6849162,1,1,1,0,1,0,1,1,1,0,0,1,1,ENSMUSG00000027896
S100a11,#N/A,-3.072736342,#N/A,6.009274776,1.244196019,1.378654943,0.825128938,1762.060797,7887.9996,2149.33741,2408.821218,941.5338459,4123.916874,3849.856734,3574.716252,4438.658678,1632.393969,2304.43282,2523.810312,2339.744073,2648.044414,1726.39615,1340.466602,239.8909769,526.737031,225.9299123,262.6849904,118.0406122,160.0186491,88.38699757,134.6125321,56.97602169,107.0099925,277.7047155,1276.23304,124.326158,533.4089521,470.8225126,308.7208814,566.5782309,980.4934161,112.1700816,78.20498559,29.13393841,61.32651105,49.62392539,45.42812488,3318.38709,3508.376671,5200.777092,3291.966396,4264.406314,4603.964664,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000027907
Tpm3,0.817333386,2.288324236,#N/A,-1.243544311,1.977373918,0.938150215,0.653027495,4486.536112,4843.803592,4608.666794,4546.606474,3999.694167,10644.15397,6835.775324,7451.37704,8232.11324,6456.774386,836.7715829,1140.412362,882.0983628,986.6246509,969.5637144,791.5568885,5340.012153,4740.633279,4626.381323,5148.96367,3916.25879,3623.673547,1056.179981,1227.287695,1043.882112,1092.163841,934.9749495,1493.289624,1146.22653,1842.87162,1927.039045,1815.244289,1199.559086,1470.740124,4341.397604,4437.046752,4941.324055,4270.46673,5323.608554,5255.871805,1622.751309,1309.399948,3295.502843,2633.935668,1420.198469,1783.303996,1,1,1,1,1,1,1,1,1,0,1,1,1,ENSMUSG00000027940
Pmvk,#N/A,-1.135731068,#N/A,2.049554518,-0.307032084,0.381454975,-0.965609991,692.7113338,1573.755631,912.9532394,1362.151796,462.9468744,821.8663691,742.6158814,671.6986515,750.8178859,470.6462511,728.4126729,677.9297919,675.9842899,756.0111655,752.7414492,737.0294335,323.7553022,461.6920224,480.8783454,270.2868068,255.5056288,186.031533,1273.129884,892.8596859,565.6905011,1273.087952,680.8590516,522.1292392,818.7332356,929.6263503,923.9370989,1262.478688,735.6030913,744.2299424,136.0581546,260.6832853,216.4235425,249.1997909,313.9001792,167.1106022,1001.089645,1091.336455,783.4219334,793.9874899,1054.351278,832.8145821,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000027952
Tlr2,#N/A,5.696141118,#N/A,#N/A,4.167906339,0.585572372,1.651485413,383.2624183,123.7380382,421.9832932,466.2515743,149.1022591,576.8378864,1063.308484,2744.368776,218.9085396,76.90298221,105.9509342,501.3602642,416.5949694,135.3600893,30.68239603,3.635163667,10695.62697,4868.172512,8730.429271,9685.558793,13881.72541,14046.95728,242.8410438,764.5571162,14.24400542,48.54061515,186.5661023,137.2454,381.0647282,1256.224154,1158.306713,552.7656004,123.3191583,138.2141322,6574.413118,7796.602591,4886.177671,5634.251523,8309.122391,9930.101369,956.0727661,1991.103112,4173.645816,2803.428432,0,31.81765838,1,1,1,0,0,1,1,1,1,0,1,0,0,ENSMUSG00000027995
Gar1,#N/A,1.482177991,#N/A,#N/A,0.699793302,1.101095988,1.051368032,165.6072178,154.9728828,149.6204033,203.0590969,117.8220649,369.7304784,288.2369654,296.8268326,353.326064,140.4761142,48.15951556,66.41606085,45.41496522,143.3814279,50.11458018,52.70987317,260.6945305,246.1507191,151.3108587,129.2308795,165.854531,180.5136485,49.9966855,103.0627199,62.06316649,71.70772692,62.18870077,147.6879848,95.0134866,148.4535471,234.3696136,155.2227895,130.2181322,142.9394016,170.3323462,146.634348,139.4267053,146.0155025,183.4931195,232.0079235,129.6914851,100.8798404,209.1756296,127.7993562,141.0036047,205.552174,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028010
Ctso,#N/A,0.872531775,#N/A,-1.303594135,-0.455413423,-0.36960703,-0.653015173,2011.891114,1154.48791,2545.338717,2638.025263,2025.913912,2608.532389,1900.973016,1892.271058,1295.208859,1857.97605,978.8421538,843.159992,740.6132789,608.6190682,1127.066681,1027.842527,1937.981036,1789.375435,1361.797728,1707.030114,1500.161704,1450.415342,4245.254277,4440.11024,4819.560978,3188.235859,6624.168851,5533.824037,5252.022089,3236.287328,2859.309286,1976.50352,5142.322665,4967.439536,3015.09025,3506.190187,3003.91715,2761.63987,2493.890762,2944.715952,1800.675165,1359.330374,888.9964257,788.5492194,1425.27968,921.1969665,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028015
Gstcd,#N/A,3.592692778,#N/A,-1.320345754,1.596038496,0.808156622,0.926250681,0,91.30185343,13.43895838,56.64738754,18.76811653,175.7495962,56.41098787,15.35311203,72.00938803,37.93880455,0,22.67865492,0,2.005334656,21.47767722,5.4527455,101.4173236,118.6114864,95.34656849,155.4149139,65.74413841,89.86268966,8.927979553,41.01475589,4.069715835,5.515978994,21.44437958,30.58185544,36.38814381,57.33378372,66.66513453,24.14576726,38.80672814,24.80766475,37.39002721,60.8260999,59.30837463,45.75152411,87.70740301,81.12165157,9.646474098,47.89244948,3.946709992,12.68929778,47.00120156,28.28236301,1,0,1,0,0,1,1,0,1,0,1,0,1,ENSMUSG00000028018
Fubp1,#N/A,1.395346979,#N/A,-0.621978474,0.456403329,0.717615635,0.692895416,1025.818423,1407.970687,922.8084755,1211.382595,1089.593432,1357.136924,1519.232906,1467.501625,1179.033713,1066.38802,627.2776902,552.3872378,462.0099346,425.1309472,508.3050275,487.1119314,1259.265101,953.9934606,1222.923378,1498.402485,1491.196594,1621.46976,731.2015254,630.9962444,1171.060732,579.1777944,784.8642925,1133.766348,1365.566174,796.5300667,1104.141291,1319.393711,1063.304351,1226.207429,1090.54246,1216.521998,1381.781079,1326.794199,989.0163735,1537.255297,539.130719,822.3235474,1169.212835,671.6264041,947.6458476,752.5128729,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028034
Ptgfr,#N/A,#N/A,#N/A,6.494841349,-1.494580658,-1.304551798,-1.948599501,0.946326959,0,36.73315291,0,8.341385124,4.37550862,49.45620854,0,0,18.45671573,0,0,0,0,41.9326079,30.89889117,0,0,0,0,0,0,0,5.258302037,0,0,13.93884672,0,5.053908862,0,0,0,5.174230419,0,0,0,0,0,0,0,0,10.18988287,0,0,49.54180704,40.90841792,1,0,0,0,0,0,0,0,0,0,0,0,1,ENSMUSG00000028036
Adam15,#N/A,1.210127524,#N/A,-0.815091829,-0.794523497,0.723051876,-0.655383726,6897.777203,1631.41996,7654.830694,7295.312016,5081.988887,3827.840791,5822.695803,6882.032469,5941.254575,5151.474435,1628.995614,1474.11257,1622.711642,1750.657155,1395.026273,1595.83685,3172.541917,1291.972427,4692.709371,4535.750477,4214.348691,3996.524882,1696.316115,2401.99237,1512.916862,2756.886301,1347.779256,777.2266675,1996.294,3018.214186,2790.560866,2899.216769,1558.305728,1341.976531,3060.789172,3741.891324,3603.243883,3114.997387,3606.389927,3537.715225,1957.162411,2072.622175,2745.923477,2318.515981,1249.977901,1401.492095,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028041
Gpatch4,#N/A,1.923762393,#N/A,#N/A,0.84429239,1.623080212,1.611384788,76.65248366,335.1739093,103.0320143,183.8861349,75.07246612,104.2829554,175.4149897,209.8258645,278.4363004,163.0343223,72.23927335,125.542554,89.95656572,79.21071893,41.9326079,50.89229134,301.0014155,455.3150607,230.0754153,277.043977,246.540519,238.0573007,42.85430185,111.4760032,99.70803796,114.7323631,69.69423362,220.7860783,83.89488711,199.6444255,184.3707627,250.0811609,130.2181322,177.1976053,96.59090364,141.2034462,209.1400579,141.1483191,266.5843434,158.9984371,84.67460597,178.3229502,252.5894395,279.1645512,158.7878431,158.0782075,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028069
Fmo5,#N/A,-2.377104829,#N/A,#N/A,-1.765872076,-0.75974962,-1.392757107,531.8357508,517.7776162,620.8798772,763.4324843,974.8993864,657.7847958,214.8254059,239.2526625,367.7279416,425.5298349,581.5261504,404.1660288,333.6253214,343.9148936,688.3084175,600.7107959,137.1734312,7.652353962,111.9285804,90.37715103,136.7179242,83.556536,237.4842561,363.874501,259.4443845,139.0026706,453.548628,471.4081131,223.3827717,213.9778714,91.66455998,84.5101854,378.5811923,395.7413186,449.7189384,238.9596782,245.5574809,249.1997909,229.6549105,143.5853233,510.1912967,267.9939194,385.7909017,11.78291937,378.5502179,546.9606989,1,1,1,0,1,0,1,1,1,0,1,1,0,ENSMUSG00000028088
Abca4,#N/A,-2.694048755,#N/A,#N/A,1.65170839,-1.057429639,0.843719424,120.1835238,164.5836042,99.44829202,0,51.09098388,81.6761609,207.0978733,15.35311203,6.720876217,155.8567106,86.68712802,492.4507926,0,31.08268717,47.04634057,57.25382775,8.451443631,43.36333912,18.6547634,11.8250478,8.218017302,20.4949994,24.10554479,75.71954933,46.8017321,91.5652513,68.62201464,98.45865653,64.69003343,75.76249992,15.62464091,38.80569738,36.21961293,62.60982055,14.54056614,29.3268696,0,41.85777738,83.09122391,34.88231018,106.1112151,303.6585094,0.986677498,34.4423797,31.75756862,109.0891145,1,0,0,0,0,0,1,1,1,0,0,0,0,ENSMUSG00000028125
Ccn1,0.73598803,-5.220480291,#N/A,5.688826142,1.978637283,2.517741299,2.500770855,10654.69523,9460.553892,10893.61966,9931.594283,11241.05913,18733.0109,18202.97576,14456.23441,17247.68862,18268.04708,14058.96658,17545.17939,24605.30413,12982.53657,9255.856135,13125.66721,325.7056353,459.1412377,426.9868067,598.8542064,141.2004791,505.280562,1678.460156,1316.67883,1235.158756,1463.940825,2822.080352,2096.721845,2320.754949,3660.1478,1592.67173,1700.551894,3972.94659,4602.412469,291.8499346,251.9938425,138.3862075,414.6840271,394.6833136,219.0284592,15321.81636,21800.23541,18311.74768,11307.0707,9578.082695,11898.79415,1,1,1,1,1,1,1,1,1,0,1,1,1,ENSMUSG00000028195
Rps20,#N/A,#N/A,#N/A,#N/A,0.367276305,0.377489018,0.861570331,1577.52704,8841.863701,1556.231381,2551.746934,1265.805193,3808.880254,1901.745769,2288.893119,1691.740556,1215.067119,1433.949576,2067.807358,1427.95131,1597.249054,1239.568799,1016.937036,2951.504161,5629.581731,1819.875807,1093.816921,1429.187918,1532.395339,659.777689,582.6198657,184.1546415,488.7157389,408.5154309,830.1854903,321.4286036,813.9349653,876.0215335,723.5106689,444.1214443,642.6366486,2034.640648,2314.650337,1126.859118,1628.559571,1203.668702,1688.141569,1890.708923,1568.222973,2428.213322,1968.653913,1465.929367,1368.15931,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000028234
Polr1e,#N/A,2.371227923,#N/A,#N/A,0.702498903,1.781909003,1.212751303,66.24288712,0,107.5116671,109.808782,62.56038843,48.85984625,224.098445,363.3569848,251.5527955,158.9328299,0,215.4472218,35.80795334,64.170709,108.4111326,83.60876434,290.5996387,843.0343281,273.6031965,304.917304,316.7672124,599.0845977,250.8762254,110.4243428,199.4160759,93.7716429,150.110657,161.8600642,159.70352,168.9298985,154.1631236,243.1823702,151.7774256,204.3679048,160.9848394,260.6832853,229.9500139,259.9075944,297.7435523,266.0790172,261.5266311,296.5255914,190.4287571,266.4752534,235.0060078,152.5227434,1,0,1,0,0,1,1,1,1,0,1,1,0,ENSMUSG00000028318
Anp32b,#N/A,#N/A,#N/A,1.101590707,0.429431108,0.589552904,0.970575343,894.2789761,860.1595665,714.0566553,624.8642594,812.2423765,1376.826712,1118.946718,1136.13029,755.6185118,822.3492231,824.731704,807.5221057,1007.862882,883.3499161,853.9933561,740.6645971,997.9204596,1048.372493,822.8823411,727.2404396,766.5168865,800.8815149,244.6266398,362.8228405,199.4160759,501.9540885,314.1601608,717.5547544,320.4178218,636.8145263,801.0232571,605.3688791,480.3410572,653.268505,674.0591017,640.8464097,532.7348738,513.0011321,699.3511346,450.2251662,1115.775504,1135.152951,1399.108692,1203.670533,1324.925763,1346.947538,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000028333
Tmeff1,#N/A,#N/A,#N/A,#N/A,-2.039643237,-1.053428116,-1.160725247,334.0534165,639.112974,331.4943067,922.9166677,410.8132174,213.6706709,353.9209924,157.3693983,160.340904,235.8358121,6.019939446,100.4340432,40.17477692,0,9.204718808,4.543954584,0,22.95706189,0,19.42686424,0,0.788269208,250.8762254,726.6973415,1145.625008,2181.018094,368.8433287,194.6796163,326.4825125,545.6947629,1268.720842,1855.774684,283.7203013,193.7360485,2.077223734,43.44721422,4.161991202,0,8.078313436,9.734598189,19.2929482,32.60762518,0,44.41254224,7.621816468,110.604241,1,1,1,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000028347
Txn1,#N/A,#N/A,#N/A,2.042752877,1.803140533,1.246195382,0.583297218,2397.046187,9555.459765,2448.578217,3717.811619,1940.414714,5333.745008,3812.764577,4660.948928,4769.901863,2004.604403,2535.598494,2675.271329,2471.622145,2588.887041,1567.870437,1510.410504,2154.468015,4878.375651,1998.132435,1792.339388,974.2085965,905.7213195,1135.638999,911.7895732,598.2482278,725.9028356,964.9970809,2425.663266,671.1590968,1328.915201,1686.419575,1269.377479,1485.866502,1984.61318,1030.302972,1116.593405,698.1740241,554.8589095,638.1867614,710.6256678,3457.725049,2775.724093,4456.822258,2799.802918,2690.501213,3382.772632,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000028367
Kdm4c,#N/A,#N/A,#N/A,#N/A,-0.387769392,-0.313291679,-0.557117402,440.0420358,206.6305104,490.9699462,395.6602145,902.9549397,729.9806881,629.0211524,362.0775588,264.0344228,620.3507231,558.6503805,281.8632826,360.6996276,368.9815768,469.4406592,649.7855055,196.3335367,0,120.2195864,166.3953155,222.6335596,252.2461464,216.0571052,392.2693319,379.5010016,179.8209152,393.5043652,339.3840055,313.3423494,271.3116551,241.6611127,197.4778822,300.1053643,251.6205996,224.3401633,166.1855944,223.7070271,430.259014,213.4982837,422.6438047,517.6941099,404.5383498,207.2022746,126.8929778,585.6095653,597.9699607,1,1,1,0,1,0,0,1,1,0,1,1,0,ENSMUSG00000028397
Cntfr,#N/A,#N/A,#N/A,#N/A,0.953651751,-0.866513129,-1.944481375,12.30225046,1.201340177,2.687791676,0,6.256038843,66.36188073,15.45506517,15.35311203,0,16.40596954,57.79141868,29.96822258,9.607011873,6.016003969,71.5922574,10.905491,8.451443631,7.652353962,33.16402382,27.87332695,0.747092482,0,6761.158915,2310.497915,3090.949177,3472.860375,1337.057067,1526.855075,2381.401856,1678.036991,2109.326522,520.8586937,2949.311339,1037.19665,41.54447468,52.13665706,48.90339662,1.946873367,51.93201494,0,0,63.17727378,19.73354996,56.19546161,39.37938509,64.64540116,1,0,0,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000028444
Spaar,#N/A,-2.803107606,#N/A,#N/A,-0.828145667,-0.738941799,-0.674248532,1352.301224,1677.070887,1090.34749,1199.181619,984.2834446,1438.083833,1005.351989,688.3311895,750.8178859,865.4148931,84.27915224,72.89567654,52.40188294,163.4347745,147.2755009,75.42964609,26.65455299,5.101569308,0,32.09655831,13.44766468,5.517884453,7.142383642,22.08486855,14.24400542,28.68309077,50.394292,35.80314783,3.032345317,23.54780403,0,11.2105348,27.59589557,61.42850318,29.08113228,28.24068924,1.0404978,19.46873367,18.46471642,38.12717624,0,64.19626206,0,56.19546161,88.92119213,76.26137168,1,1,1,0,1,0,1,0,0,0,0,0,0,ENSMUSG00000028475
Reck,#N/A,-4.731617956,#N/A,3.951203385,-1.171973655,-1.066200823,-1.131904881,3855.33603,1299.850071,5328.994963,5166.241743,3913.152296,708.8323964,1772.695975,1466.222199,2504.966578,2481.402893,617.6457871,809.9519616,753.7137496,1133.014081,1024.792027,1032.386481,5.200888389,16.58010025,6.218254467,91.2217973,32.12497672,48.87269087,336.5848291,312.343141,105.8126117,336.4747186,301.293533,162.6059631,283.0188963,242.6447632,87.49798908,178.5062079,327.7012599,176.016288,63.35532389,65.17082132,16.64796481,63.27338441,62.31841793,7.300948642,752.4249796,473.8295533,601.8732738,489.4443431,1054.351278,919.1767977,1,1,1,0,1,0,1,1,1,0,0,1,1,ENSMUSG00000028476
Glipr2,#N/A,#N/A,#N/A,4.308112863,4.445289546,1.294785797,1.075900202,332.1607625,663.1397775,775.8758639,1167.807682,154.3156248,1082.209132,2040.841356,2461.615629,2245.732781,1268.38652,936.7025777,648.7715212,613.1020304,1026.731344,204.5493068,240.8295929,291.2497498,316.2972971,337.8584927,523.6806882,182.2905656,161.5951875,1061.536769,633.0995652,668.4508259,676.2590247,628.3203216,1318.00338,1670.82227,1636.060471,1085.391722,918.4015046,1967.932303,2678.046475,117.363141,112.962757,24.97194721,65.22025778,35.77538807,30.8262276,1254.041633,1511.159629,1629.004549,1382.22708,896.8337378,987.3574943,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000028480
Plin2,1.708897707,3.960325801,1.38632431,1.327379221,2.278395845,1.231131135,0.706956646,1492.357614,1874.090676,1790.965187,976.9495604,1135.47105,4826.915259,4800.343242,7288.889938,4109.335744,2739.796913,400.9279671,878.7978783,552.839865,426.1336145,701.6041225,564.3591593,8627.623726,9750.37434,12797.16769,14222.15392,3826.607693,5656.619833,749.9502824,585.7748469,360.1698514,557.1138784,502.8707011,914.4720675,913.7467222,2971.118578,2600.98189,1048.616178,822.7026366,1240.383237,1331.500414,1213.263457,1475.425881,1567.23306,1382.545642,1023.755243,1187.588144,3189.433337,7407.974655,4852.750024,1402.41423,2019.158702,1,1,1,1,1,1,1,1,1,1,1,1,1,ENSMUSG00000028494
Rps6,#N/A,0.632901972,#N/A,#N/A,0.37700746,0.390491954,0.92507315,1940.916592,4703.246792,1969.255368,3090.332865,1529.601497,3342.159334,2553.949519,2784.030982,2687.390361,1903.092466,1496.556946,1811.052586,1465.505993,1840.897215,1077.974847,1061.467791,2426.864544,3796.842957,1960.822908,2034.752868,1618.202316,1738.133603,733.8799193,676.2176419,463.9476052,959.780345,575.7815916,1025.611006,615.5660994,1373.963174,1258.304414,1376.308734,816.6660345,1069.092219,1780.18074,1914.935967,1674.160961,1226.530221,1632.973359,1524.275833,1808.177978,1746.545923,2376.906093,2097.359648,1451.956037,1422.703868,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028495
Tnfrsf1b,#N/A,5.827150692,#N/A,-2.625595214,1.289616873,0.387845911,0.585678739,948.2196127,434.885144,1510.538922,928.1456573,922.7657293,476.9304396,1303.634747,2499.998409,1516.997775,1486.790989,0,232.456213,198.2537905,1.002667328,9.204718808,48.16591859,5484.336806,1240.956734,4209.758274,6502.086997,5325.275211,5030.734083,142.8476728,387.0110299,53.92373482,46.33422355,11.79440877,29.09005761,183.9622826,789.3633437,1148.931928,198.340231,27.59589557,57.88455107,5683.284136,5763.272966,4477.262035,5782.213899,5212.820255,5334.559807,449.0969608,1103.564315,2281.198375,1132.973016,19.05454117,240.4000856,1,1,1,0,0,1,1,1,1,0,1,1,1,ENSMUSG00000028599
Lrp8,#N/A,#N/A,#N/A,#N/A,-3.018268034,-0.958843982,-0.54113597,1054.208232,934.6426575,1006.130017,502.8545017,973.8567132,911.5642958,778.1625313,400.4603389,698.9711265,583.4372917,58.99540657,44.54735789,80.34955384,0,36.81887523,19.08460925,4.55077734,71.42197031,60.10979318,156.2595602,7.47092482,37.83692196,634.7793462,421.7158234,541.2722061,521.8116128,554.3372121,1249.38068,1023.921935,609.171452,326.0341736,521.7210425,600.2107286,1320.712818,94.5136799,14.12034462,5.202489002,1.946873367,27.69707464,15.4131138,12.86196546,1.018988287,7.893419984,47.13167748,3.810908234,163.6336717,1,1,1,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000028613
Ctps1,#N/A,-1.379186639,#N/A,2.086615623,3.304803146,0.682456566,0.55944533,963.3608441,386.8315369,1133.352157,606.5627958,779.9195091,1180.658076,1096.536874,1578.811687,1550.602156,1240.701446,1212.415804,1525.949496,2114.415977,1144.043421,622.8526393,795.1920521,421.9220705,294.6156275,414.5502978,512.7002867,564.0548239,640.8628657,324.0856578,436.4390691,265.5489582,297.8628657,286.2824673,654.8992457,340.6334573,478.1228035,845.8138944,804.571459,438.9472139,743.048625,319.8924551,333.4573691,273.6509215,354.3309527,308.1299553,303.3949769,2169.384842,1942.191675,941.290333,861.0594924,898.1040405,1228.262622,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028633
Mfsd2a,#N/A,-1.633580784,#N/A,#N/A,-2.499658967,-0.826234523,-0.954887445,7950.092781,3052.605389,6470.410495,3675.979702,8737.600917,5120.074337,3544.619197,1450.869087,2376.309805,5992.280373,311.8328633,777.5538831,144.1051781,35.09335649,78.75148314,221.7449837,78.01332583,38.26176981,149.2381072,168.9292543,28.38951431,44.14307562,19894.21684,10734.29778,10256.70133,11950.92009,12737.96147,7825.225498,11711.9284,8785.378538,5087.383079,5187.028216,10974.54272,7865.211042,141.2512139,222.6669729,62.42986803,26.28279045,161.5662687,30.01501108,295.8252057,217.0445051,97.6810723,511.197425,196.8969254,248.9858029,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028655
Gale,1.574878054,2.484563116,#N/A,#N/A,0.86135558,1.815085775,2.363820225,68.13554103,144.1608212,152.308195,79.30634255,44.83494504,322.329135,235.6897438,495.1378631,270.755299,132.2731294,0,98.00418735,79.47618913,0,38.8643683,39.98680034,186.5818709,155.5978639,279.821451,388.5372848,196.4853228,230.1746086,421.4006349,421.7158234,708.1305553,382.8089422,270.1991827,384.8838392,923.8545399,617.3619926,440.6148736,563.1137864,390.6543966,437.0874265,50.89198149,90.1529695,302.7848599,97.34366833,75.01291047,73.00948642,9.646474098,156.9241962,98.6677498,275.5390376,20.32484392,67.67565434,1,1,1,1,0,1,1,1,1,0,1,0,0,ENSMUSG00000028671
