Genes,LB-Log2FC,LB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,H-Control-1 Counts,H-Control-2 Counts,H-Control-3 Counts,H-Lung_Brain-1 Counts,H-Lung_Brain-2 Counts,H-Lung_Brain-3 Counts,H-Lung_Brain-4 Counts,H-Lung_Brain-5 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,Control-H.Brain,H-Lung-Brain,H-LB-Regulated,HLB-UP,HLB-DOWN,MusGeneID,Homo_ID
Pkd1,0.954730418,0.820036713,-0.385310553,-0.51883978,-0.564158511,287.9842773,119.7192568,10.85211306,28.90362014,161.7477031,52.14345976,61.69061916,1048.46856,1698.251403,1864.877397,1822.573339,1520.773424,1383.30133,1396.909644,1204.465934,1302.642183,3281.03391,2840.453713,2866.934358,2182.44546,1920.075394,2171.26836,2266.542574,2747.573387,1876.415081,1386.97327,1601.042152,1672.845762,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000032855,ENSG00000008710
Ccdc85a,-2.135076951,0.415490241,-1.225901775,-0.845681387,-0.585573875,108.3652178,181.3291667,13.56514133,0,23.21379072,37.45516124,48.66278654,4.854021113,586.696775,506.143608,1841.437553,1258.948606,459.9241667,534.3665177,416.0655147,382.2971623,1226.865134,921.2520576,824.3614688,581.1314219,456.1135273,617.0385439,692.0805827,622.571542,567.0420495,369.6847467,483.080761,400.0283343,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000032878,ENSG00000055813
Sgpp2,-1.611797863,0.490350126,-3.910755375,-1.19202953,-1.407009543,1304.835978,3044.089641,1536.930513,323.445273,742.0924711,420.8197527,1699.365813,22.65209853,5114.851858,6958.601948,2971.113783,4678.180036,185.8517093,582.945292,338.5998633,203.3769416,1836.775118,1325.897698,1328.196115,519.4080444,507.749021,937.1912726,1163.13913,1286.436094,1094.085282,326.4237657,470.5795953,536.6473478,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000032908,ENSG00000163082
Adgre4,#N/A,#N/A,3.368515417,2.991717372,2.922256183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.14077098,19.19855065,7.255467113,17.33335037,84.69191816,206.1899088,156.1807487,133.8683666,3.019356359,20.27636108,8.379786214,137.4218593,44.94200374,73.52344641,11.94713706,10.32325261,0,41.95004218,66.97053064,66.83520082,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000032915,#N/A
Fkbp1a,0.292525886,0.944195772,1.02219366,1.559794206,0.837040884,11405.06806,10754.42985,18772.79909,16206.67272,20451.34962,28167.75008,18147.00449,580.8645266,6143.696927,7574.700892,7716.914822,7343.866866,14538.77928,14147.21862,13005.48331,16759.28974,4825.937914,4144.311888,5093.862545,14550.41279,17344.7448,9566.424122,1199.833908,1367.433923,959.9716024,2085.70366,2213.599273,2007.021766,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000032966,ENSG00000088832
Trim33,0.479798565,0.876330988,-0.382044149,-0.396727088,-0.62960115,273.139727,695.2118245,166.8512384,170.6689951,477.7547897,459.0093289,555.9819155,977.2762508,835.5984371,862.1894563,1004.882195,967.0184942,705.7659847,605.6153867,754.6653779,751.7223664,1033.626327,886.8704019,869.4028197,706.9073608,665.5241405,746.4025826,1687.106427,1828.803905,1829.357649,1021.221339,1265.296559,1165.684532,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033014,ENSG00000197323
Nfatc1,-0.196830388,0.962076559,-1.070419458,-0.56082792,-0.674350028,470.572247,368.2592344,70.53873492,367.4888846,465.0246464,153.4927196,295.4252632,40.45017594,1077.54322,1185.074172,1361.12563,1367.510116,537.558425,595.8996319,584.7407233,659.0442664,1079.923124,818.9886713,1111.369147,623.0567349,737.2401039,678.4631954,550.4216718,740.8918988,583.5121505,318.5581328,391.1078989,463.9149233,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033016,ENSG00000131196
Lmo7,5.228882428,0.025958519,-1.241566961,-0.75511702,-1.122371513,57.89374648,12.60202703,0,689.5577948,157.2547113,39.65840602,93.87702916,3413.99485,3255.046271,3645.106639,2720.800167,3409.196333,1158.632491,1300.831624,1581.798623,1469.977641,2578.530331,1965.925444,1578.542228,1107.527018,990.636508,1529.10155,2306.65082,2713.427244,2879.914807,875.7071306,1583.183344,1165.684532,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,ENSMUSG00000033060,ENSG00000136153
Pfkm,-0.230490477,0.941665166,-0.622630362,-0.445992038,-0.893458778,1091.074453,514.5827704,432.7280085,579.4487657,626.7723495,977.5062668,419.5728446,291.2412668,1631.001575,1333.426609,1362.576724,1375.72065,979.838442,915.4400142,882.1088689,926.7809996,1184.594145,1245.673835,1073.660109,828.0249317,839.5548784,904.6175938,832.8861266,774.2439457,1009.381906,409.0129113,520.5842582,475.7093705,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033065,ENSG00000152556
Nol12,1.38390061,0.592062697,1.045163907,1.129167226,0.922348425,34.14246587,3.500563064,65.11267839,136.2599235,43.43225361,63.89409858,16.47637655,186.0708093,317.6974631,318.5214085,274.2566569,319.2985594,623.4266198,606.694915,590.9879533,715.680883,204.3097803,242.434752,316.3369296,633.5380631,619.6259239,416.012412,141.6589109,141.3491511,141.1722945,272.6752742,330.3879511,200.5056025,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000033099,ENSG00000273899
Dis3,0.369203177,0.889134935,0.492922123,0.695322169,0.630652842,722.9296034,389.2626127,417.806353,447.3179307,503.9639082,546.4047051,631.0835389,1164.965067,326.9733015,353.4278642,348.2624214,374.9477369,452.8665068,455.5609504,547.2573436,520.0271165,314.0130614,330.5928437,337.2863951,589.283566,554.6034504,447.6554142,547.861571,590.0135914,494.1030307,1068.415137,616.1288819,847.2344575,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033166,ENSG00000083520
Ttc28,0.30522818,0.925893957,-1.487941085,-0.515888067,-0.954344239,290.9531874,737.2185813,104.4515882,644.1378203,417.099401,426.6950721,409.9935559,436.8619002,1227.502607,1237.433855,1199.328714,1242.527537,444.6325703,437.208969,381.0810269,486.5600248,1503.639467,1437.858475,1441.323229,1006.207512,862.5039867,1195.91935,1326.985581,1645.367647,1274.079958,462.7614028,809.8969505,916.0353995,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033209,ENSG00000100154
AA467197,#N/A,#N/A,8.84755757,3.727716472,7.463322248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.772986528,0.872661393,2.902186845,1.824563197,806.9257758,518.1735929,442.3038804,1222.836041,24.15485087,7.934228248,30.37672503,306.2877033,349.9739015,162.868394,0.853366933,1.588192709,0,270.0533966,62.5058286,147.43059,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000033213,#N/A
Rac2,3.994031287,0.118599245,1.10494609,1.905627348,3.340167258,29.68910076,0,0,75.69995751,310.7652629,310.6575138,41.76569869,38.83216891,81.936572,149.2250982,70.378031,92.14044143,158.7973465,237.4962301,187.4168985,261.3007541,49.31615387,102.2633863,105.7948009,369.1756728,283.0390023,313.6379929,11.09377013,15.88192709,9.411486298,94.38759491,130.3692996,148.4134606,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000033220,ENSG00000128340
Noc4l,0.524753429,0.81992681,1.778278678,0.906292408,1.334697147,434.9453261,434.06982,170.9207808,525.770614,584.8377598,620.5806127,331.0602171,432.0078791,199.4305243,220.7833324,186.4655048,207.0879228,668.1251321,647.7169912,679.6986185,794.1998288,177.1355731,210.697839,221.0168614,365.6818967,415.9525878,359.2411432,38.40151199,32.55795054,21.17584417,81.27820673,66.97053064,86.49261283,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033294,ENSG00000184967
Mif,0.81213731,0.799365962,1.05025488,0.867460414,1.392690047,2.968910076,3.500563064,6.782570665,6.881814319,9.734815464,5.87531941,6.513916309,9.708042227,426.6885636,496.5443326,538.3556598,604.8426997,1158.632491,974.8140717,1019.547928,1125.009158,351.2517898,403.7640597,508.0245392,800.0747231,827.1241114,676.6018423,45.22844745,68.29228649,38.82238098,179.5986181,111.6175511,113.030119,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000033307,ENSG00000240972
Specc1l,0.5208762,0.874959869,-0.751273478,-0.587515009,-0.607080362,192.9791549,143.5230856,40.69542399,350.9725303,201.4357969,137.3355912,176.6420834,35.59615483,3121.319601,3122.382464,2836.887641,2730.458824,1811.466027,1759.631159,1717.988236,1727.416808,3823.511603,3429.349765,3594.928286,2321.031911,2240.406697,2656.150836,3434.801905,4092.772611,3584.599844,1916.592552,2935.095123,2440.467701,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033444,ENSG00000100014
Crlf2,NA,NA,0.657115279,1.303343658,0.938188872,0,0,0,0,0,0,0,0,336.2491398,404.9148864,452.7411479,339.3687546,652.8335358,521.4121779,451.0500024,794.1998288,472.0260441,519.2511598,490.2174935,1371.889409,1356.866028,929.7458603,95.5770965,154.8487891,101.1734777,191.3970675,245.5586123,237.8546853,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000033467,ENSG00000205755
Cysltr2,-4.020746566,0.153194404,0.740047741,-0.778900423,-1.244200653,50.47147129,226.8364866,0,0,0.748831959,5.87531941,18.00906274,3.236014076,214.1172683,258.3077723,229.9983075,319.2985594,472.8632097,371.3577416,409.8182847,450.5185415,250.6065778,288.2769597,293.2925175,163.0428839,136.7384369,185.2046308,371.2146159,476.4578127,339.9899425,156.0017194,193.7680686,151.3620724,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000033470,ENSG00000152207
Casp4,0.867941148,0.618275755,5.097190753,0.887944003,2.815115553,1073.260992,584.5940317,1138.115358,1193.306603,2337.853375,2267.873292,1727.337336,975.6582438,161.5541844,176.2776014,100.8509929,102.175539,4411.037404,3920.846853,3915.763733,6260.920531,177.1355731,296.2111879,292.2450442,430.8990503,542.1726834,443.9327081,40.96161278,47.64578127,50.58673885,367.0628691,300.9209177,309.6042391,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033538,ENSG00000196954
Dph5,0.083320863,0.98183364,1.748696302,1.40204172,0.95608521,182.5879697,79.81283786,623.9965012,264.2616699,365.4299959,532.4508215,234.8841587,166.6547249,105.1261678,124.7905792,103.7531797,143.2282109,375.2322485,313.0632124,386.0788109,526.4630956,80.51616958,97.85548172,125.6967932,260.8686142,319.3750904,222.4316923,104.9641328,99.26204432,99.99704192,238.5908649,180.3739625,172.9852257,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033554,ENSG00000117543
Myo6,0.265169677,0.937251242,-0.62298633,-0.602464433,-1.137101659,2986.723536,1322.512726,424.5889237,2159.513333,1894.544856,1154.500264,1975.249328,2297.569994,2853.866262,2512.392151,2092.476715,2266.10749,1686.780703,1385.034833,1530.571338,1713.257653,1980.697772,1718.201206,1674.909769,1115.679163,1175.185587,1247.106559,3722.386562,3762.428528,4196.346453,1554.773438,1959.111256,1793.738846,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033577,ENSG00000196586
Foxn3,-1.250937843,0.546943519,-1.125753687,-0.498878159,-0.747231291,1623.993811,4769.867231,499.197201,1373.610138,726.367,1134.671061,1270.596852,321.9834005,1250.692203,1107.407308,1046.238358,1056.422091,512.8566155,500.9011398,514.7717479,516.165529,1203.716735,1042.910224,1074.707582,795.416355,790.7880232,764.0854368,2175.232312,2552.225684,1961.118457,1152.315221,1437.634058,1393.710511,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033713,ENSG00000053254
Akr1c14,#N/A,#N/A,-1.488602259,-1.196295896,-1.573989721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3262.776136,4312.692604,2445.817964,4493.899153,1005.716528,1299.752096,1695.498208,1171.348208,1316.439373,978.5548172,881.972499,413.4301699,399.6969694,572.3660702,1081.215904,1272.14236,1141.142714,312.0034387,517.9054369,341.0560983,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000033715,#N/A
Adra2a,7.659134382,0.00521644,1.313348261,-1.065299105,-1.074545098,0,0,0,144.5181007,0.748831959,8.078564189,13.79417571,42.06818298,115.9479792,116.0639653,155.9925429,128.6317054,342.2965026,241.8143434,406.0699467,296.0550415,202.2968761,239.7900093,408.5145779,128.1051231,121.4390314,156.3536582,98.99056423,158.0251746,114.1142714,66.85787973,35.71761634,74.69816562,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,ENSMUSG00000033717,ENSG00000150594
Sf3b3,-0.009019784,0.997940517,0.433612088,0.361254356,0.531929716,2045.579042,810.7304057,1051.298453,1600.710011,1317.195415,1554.756399,1224.616266,773.4073641,2239.341972,2815.205654,2349.320251,2771.511496,3378.266513,3192.165238,3879.529799,3291.359744,1902.194506,2067.307249,2143.130324,2634.307167,2666.877626,2550.984388,1152.04536,1408.726933,1178.788659,2013.602025,1773.379651,1623.702232,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033732,ENSG00000189091
Mtss2,-0.325264077,0.962476712,-0.580139338,-0.690347672,-0.549786464,0,203.0326577,0,11.01090291,55.41356495,57.28436425,35.63495392,111.6424856,1795.647705,1185.074172,1383.617578,1319.159191,1108.052596,904.644731,840.8771512,948.6633288,1279.200644,1362.924097,1449.703015,819.8727875,858.6791353,856.2224139,1591.52933,1608.045118,1676.420997,1004.179135,1184.038982,1140.129896,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,ENSMUSG00000033763,ENSG00000132613
Tlr13,#N/A,#N/A,1.368414652,1.813612848,1.725483665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.24412434,114.3186425,81.98677838,90.31587823,152.9159633,221.3033053,216.1541563,278.0342999,50.32260599,118.1318428,147.693732,443.7095626,309.8129619,358.3104667,43.52171358,84.96830994,61.17466094,180.9095569,185.731605,261.4435797,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000033777,#N/A
Ston1,4.140715968,0.013004941,0.494513418,-0.664434424,-1.212583778,10.39118527,6.301013516,0,162.4108179,146.022232,72.7070777,89.66214213,19.41608445,508.6251356,572.4658738,748.0386594,768.1411058,841.0377984,1024.472374,908.3472347,884.3035371,955.1230616,863.9492981,901.8744913,585.78979,383.4413511,747.3332591,500.0730227,667.8350342,507.0438243,182.2204957,273.239765,265.3750621,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,ENSMUSG00000033855,ENSG00000243244
Lgals3bp,0.513762287,0.909854091,2.645943643,0.775947683,1.034599004,4919.483995,4582.937164,176.3468373,1472.708264,2769.180583,3489.939729,533.7579658,14767.55023,3592.841384,4289.130747,3054.551655,3566.108768,24048.97593,17630.8565,21852.81036,27235.77663,1631.458886,1839.859373,1885.451898,2822.971075,3942.465562,2406.729524,896.8886466,1005.325985,712.9200871,1950.676962,1642.117411,1772.115692,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033880,ENSG00000108679
Ccp110,-0.441259332,0.893677683,0.857862268,-0.489468106,-0.595198143,280.5620022,450.1724101,107.1646165,136.2599235,85.3668433,146.8829852,155.5676483,506.4362028,566.5991252,393.5702883,607.2825974,544.6321142,1100.994936,1034.188129,824.6343534,868.8571871,876.6197963,716.725285,777.2251713,532.2185567,636.8377551,518.386831,906.2756828,725.0099717,970.5595245,491.6020568,705.4229227,521.9042888,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033904,ENSG00000103540
Jcad,-1.955673546,0.416010745,-2.013481422,-1.11478605,-1.196796999,7221.873759,14906.79775,2666.906786,1684.668145,1926.74463,2481.588036,4542.115525,17.79807742,32164.74243,32815.55902,50084.48948,47002.57251,9406.684299,13810.40578,9335.860437,7585.445043,43591.45421,31517.39934,41029.52825,16328.74482,16819.78395,20477.67584,35729.62012,37123.21048,32837.85213,11496.93344,19204.46937,15401.58231,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033960,ENSG00000165757
Slc16a2,-2.557530221,0.17389893,-3.016396025,-0.491690603,-1.333965976,3504.798344,5513.386826,1113.698103,525.770614,291.2956319,730.7428516,1292.054458,27.50611964,8240.036392,11285.25713,7084.963636,11163.58992,972.7807822,1495.146721,1340.655547,858.5596205,4031.847192,3587.152749,3705.960453,2361.792632,2510.058719,3180.121726,2135.124066,2692.780738,1707.008327,592.5443458,1062.599086,934.7099409,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000033965,ENSG00000147100
Rfc3,-0.98421309,0.563821926,0.759319353,0.916301125,1.165067309,332.5179285,320.6515767,812.5519657,191.3144381,181.966166,396.5840602,249.0615059,215.194936,119.0399254,179.768247,124.0684876,104.0001022,208.2009655,196.474154,272.3792258,214.9617041,111.7161853,105.78971,94.27259491,164.2074759,251.4839784,172.1751593,57.17558451,62.73361201,42.35168834,148.1360865,120.5469551,98.28706003,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000033970,ENSG00000133119
Kcnk1,5.490407869,0.187851151,0.639494558,-1.082647715,-1.060329061,0,32.9052928,0,404.650682,88.36217113,0,0,1991.766663,285.2320289,174.5322786,331.5748471,163.2984061,423.4595908,408.0617044,347.3459852,310.2141957,167.0710519,278.5795696,252.4410597,128.1051231,84.14673041,118.1959202,416.4430633,367.6666122,499.9852096,260.8768248,212.5198172,143.4991076,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000033998,ENSG00000135750
Cct2,-0.008286204,0.998572207,1.102654869,0.865683527,0.459685895,1910.493634,1876.301802,8148.580397,4152.48676,4698.171709,5059.384427,3710.250095,2156.803381,2912.613239,3529.915335,3242.468253,3867.161695,6998.846015,6538.703026,7625.368877,7938.136701,2303.768902,2465.781823,2650.10739,4801.61293,4636.676088,4082.877967,1120.470783,1333.287779,1221.140347,1820.894019,1787.666698,1446.785524,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000034024,ENSG00000166226
Galnt17,-0.254396668,0.972852384,1.176392801,-0.872685019,-1.2778817,2.968910076,111.3179054,0,0,4.492991752,28.64218212,100.774117,25.8881126,200.9764974,202.4574432,225.6450272,193.4036988,481.0971462,370.2782133,462.2950163,548.3454248,325.0840347,356.1586902,350.9035477,204.9681969,140.5632883,218.7089862,305.505362,254.9049298,351.7543004,125.8501266,102.688147,147.43059,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000034040,ENSG00000185274
Gpbp1l1,-0.102982567,0.968455318,-0.422377346,-0.472292407,-0.628842196,844.6549165,1000.460924,720.3090047,686.8050691,758.5667742,769.6668427,957.1625258,809.0035189,541.8635563,474.7277978,535.453473,483.5092471,390.5238448,374.5963265,363.5887831,391.3075332,806.1681479,708.7910568,707.0444618,542.6998849,518.2673623,540.7230679,1184.473303,1349.963803,1132.907663,686.9319408,842.0428052,841.3372339,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000034042,ENSG00000159592
Golim4,0.200589833,0.955685074,-1.483020863,-0.733819674,-0.767458557,2862.029313,2207.455068,442.2236074,2791.263888,2828.338308,2142.28834,1939.997545,854.3077159,5011.271663,4947.990099,5818.159078,6541.971342,2023.195823,2249.737016,1997.864138,1711.970458,6069.912734,5273.617042,4818.377073,3026.77468,2820.827894,3869.75304,4568.926559,5251.359193,5289.2553,2686.113639,3111.004383,3076.384979,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000034109,ENSG00000173905
Vav1,6.771413944,0.089182649,1.326528075,1.26107194,2.465192216,0,0,0,0,92.10633092,5.87531941,0,14.56206334,88.12046423,84.64815513,78.35904482,78.45621746,185.8517093,192.1560407,197.4124664,252.2903832,45.29034539,96.97390081,140.3614191,221.2724853,227.5786572,228.0157515,67.41598771,57.17493753,56.46891779,246.4564978,318.7797258,434.4288053,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000034116,ENSG00000141968
Srsf2,-0.237527781,0.929514656,0.949975595,0.630030211,0.856368328,2799.682201,2723.438064,3380.43322,1549.784585,3859.479915,2489.6666,2088.668106,2598.519303,1003.336514,1265.35902,1355.321257,1376.632932,2271.390194,1862.18635,2445.165802,3082.83402,1210.7619,1188.371075,1227.63868,2100.924018,1872.264752,1641.713411,546.1548371,550.3087737,527.0432327,946.4978268,987.5920918,1005.476624,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000034120,ENSG00000161547
Hdac11,-0.78750553,0.803151214,0.357946559,-0.986043582,-1.67241956,377.0515796,17.50281532,207.5466624,90.83994901,70.39020412,82.98888666,77.01748106,260.4991331,407.3639004,326.375361,383.0886636,329.333657,458.74789,497.6625549,487.2839361,410.6154707,396.5421352,439.0272964,423.1792038,207.2973809,167.337248,260.5894303,402.7891924,362.902034,605.8644305,94.38759491,157.1575119,175.9338375,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000034245,ENSG00000163517
Flvcr2,-0.82839278,0.831917081,-2.428342263,-0.673884933,-0.805602829,1165.297205,208.6335586,1355.157619,297.2943786,453.043335,1175.063882,628.401338,6.472028151,1424.614172,1894.547884,1265.353465,1718.738531,297.5979902,375.6758549,246.14086,249.7159916,1315.43292,1188.371075,1167.932704,762.8077782,766.8827021,771.5308491,473.6186478,511.3980523,369.4008372,197.9517616,306.2785601,269.3065445,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000034258,ENSG00000119686
Lif,9.359037153,NA,4.199554568,6.214114922,2.483815839,0,0,0,4.129088591,17.22313505,11.01622389,0,645.5848081,3.864932642,4.363306965,1.451093423,5.47368959,56.46127877,14.03386814,37.4833797,167.3354583,0,6.171066415,15.71209915,739.5159376,558.4283018,322.0140818,5.973568531,0.794096355,9.411486298,22.28595991,56.25524574,8.845835403,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000034394,ENSG00000128342
Scara3,-1.1277342,0.828203297,-0.634595176,-0.580399282,-1.56431627,34.14246587,65.81058561,0,2.752725728,26.20911856,0,34.10226773,12.9440563,752.115892,598.6457156,799.5524759,582.0356597,398.7577813,474.9924602,412.3171767,474.9752623,565.6260913,412.5798689,540.4962108,265.5269823,337.5431345,410.4283528,506.0465913,521.7213049,381.1651951,136.3376371,138.4057633,201.4884731,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000034463,ENSG00000168077
Hid1,-0.429433769,0.913433866,1.342213929,0.87122977,1.03362446,4091.158084,1260.202703,280.7984255,1118.983008,351.9510206,1003.945204,897.770936,3598.447652,694.9148889,727.7996018,448.3878676,491.7197815,1677.37049,1450.88606,1005.804022,1856.136391,622.9938621,605.6460896,624.2940729,1145.958555,1455.355951,788.2830267,177.5003221,242.9934845,217.6406207,427.3660547,509.8689733,368.5764751,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000034586,ENSG00000167861
